ZipCodeStart,ZipCodeEnd,WeightStart,WeightEnd,AbsoluteMoneyCost,PricePercent,PriceByExtraWeight,MaxVolume,TimeCost,Country,operationType,restrictedFreights
24800000,28999999,10001,11000,147.10,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,11001,12000,159.90,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,12001,13000,172.70,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,13001,14000,185.50,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,14001,15000,198.30,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,15001,16000,211.10,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,16001,17000,223.90,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,17001,18000,236.70,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,18001,19000,249.50,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,19001,20000,262.30,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,20001,21000,275.10,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,21001,22000,287.90,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,22001,23000,300.70,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,23001,24000,313.50,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,24001,25000,326.30,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,25001,26000,339.10,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,26001,27000,351.90,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,27001,28000,364.70,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,28001,29000,377.50,5,0,100000000,5.00:00:00,BRA,1,
24800000,28999999,29001,30000,390.30,5,0,100000000,5.00:00:00,BRA,1,
29000000,29184999,0,500,55.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,501,1000,55.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,1001,1500,69.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,1501,2000,69.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,2001,3000,84.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,3001,4000,99.00,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,4001,5000,113.90,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,5001,6000,125.90,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,6001,7000,140.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,7001,8000,154.40,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,8001,9000,168.50,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,9001,10000,182.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,10001,11000,200.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,11001,12000,217.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,12001,13000,235.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,13001,14000,252.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,14001,15000,270.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,15001,16000,287.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,16001,17000,305.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,17001,18000,322.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,18001,19000,340.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,19001,20000,357.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,20001,21000,375.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,21001,22000,392.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,22001,23000,410.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,23001,24000,427.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,24001,25000,445.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,25001,26000,462.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,26001,27000,480.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,27001,28000,497.60,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,28001,29000,515.10,5,0,100000000,4.00:00:00,BRA,1,
29000000,29184999,29001,30000,532.60,5,0,100000000,4.00:00:00,BRA,1,
29185000,29999999,0,500,55.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,501,1000,55.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,1001,1500,69.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,1501,2000,69.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,2001,3000,84.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,3001,4000,99.00,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,4001,5000,113.90,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,5001,6000,125.90,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,6001,7000,140.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,7001,8000,154.40,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,8001,9000,168.50,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,9001,10000,182.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,10001,11000,200.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,11001,12000,217.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,12001,13000,235.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,13001,14000,252.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,14001,15000,270.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,15001,16000,287.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,16001,17000,305.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,17001,18000,322.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,18001,19000,340.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,19001,20000,357.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,20001,21000,375.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,21001,22000,392.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,22001,23000,410.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,23001,24000,427.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,24001,25000,445.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,25001,26000,462.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,26001,27000,480.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,27001,28000,497.60,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,28001,29000,515.10,5,0,100000000,5.00:00:00,BRA,1,
29185000,29999999,29001,30000,532.60,5,0,100000000,5.00:00:00,BRA,1,
30000000,34999999,0,500,47.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,501,1000,47.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,1001,1500,56.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,1501,2000,56.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,2001,3000,66.80,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,3001,4000,76.80,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,4001,5000,86.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,5001,6000,95.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,6001,7000,105.20,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,7001,8000,114.70,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,8001,9000,124.40,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,9001,10000,134.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,10001,11000,147.10,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,11001,12000,159.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,12001,13000,172.70,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,13001,14000,185.50,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,14001,15000,198.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,15001,16000,211.10,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,16001,17000,223.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,17001,18000,236.70,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,18001,19000,249.50,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,19001,20000,262.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,20001,21000,275.10,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,21001,22000,287.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,22001,23000,300.70,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,23001,24000,313.50,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,24001,25000,326.30,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,25001,26000,339.10,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,26001,27000,351.90,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,27001,28000,364.70,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,28001,29000,377.50,5,0,100000000,6.00:00:00,BRA,1,
30000000,34999999,29001,30000,390.30,5,0,100000000,6.00:00:00,BRA,1,
35000000,39999999,0,500,47.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,501,1000,47.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,1001,1500,56.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,1501,2000,56.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,2001,3000,66.80,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,3001,4000,76.80,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,4001,5000,86.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,5001,6000,95.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,6001,7000,105.20,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,7001,8000,114.70,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,8001,9000,124.40,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,9001,10000,134.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,10001,11000,147.10,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,11001,12000,159.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,12001,13000,172.70,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,13001,14000,185.50,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,14001,15000,198.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,15001,16000,211.10,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,16001,17000,223.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,17001,18000,236.70,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,18001,19000,249.50,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,19001,20000,262.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,20001,21000,275.10,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,21001,22000,287.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,22001,23000,300.70,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,23001,24000,313.50,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,24001,25000,326.30,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,25001,26000,339.10,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,26001,27000,351.90,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,27001,28000,364.70,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,28001,29000,377.50,5,0,100000000,7.00:00:00,BRA,1,
35000000,39999999,29001,30000,390.30,5,0,100000000,7.00:00:00,BRA,1,
40000000,43849999,0,500,62.40,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,501,1000,62.40,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,1001,1500,79.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,1501,2000,79.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,2001,3000,97.60,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,3001,4000,115.40,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,4001,5000,133.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,5001,6000,148.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,6001,7000,165.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,7001,8000,182.20,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,8001,9000,199.30,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,9001,10000,216.50,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,10001,11000,237.30,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,11001,12000,258.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,12001,13000,278.90,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,13001,14000,299.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,14001,15000,320.50,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,15001,16000,341.30,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,16001,17000,362.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,17001,18000,382.90,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,18001,19000,403.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,19001,20000,424.50,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,20001,21000,445.30,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,21001,22000,466.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,22001,23000,486.90,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,23001,24000,507.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,24001,25000,528.50,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,25001,26000,549.30,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,26001,27000,570.10,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,27001,28000,590.90,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,28001,29000,611.70,5,0,100000000,6.00:00:00,BRA,1,
40000000,43849999,29001,30000,632.50,5,0,100000000,6.00:00:00,BRA,1,
43850000,48999999,0,500,62.40,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,501,1000,62.40,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,1001,1500,79.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,1501,2000,79.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,2001,3000,97.60,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,3001,4000,115.40,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,4001,5000,133.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,5001,6000,148.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,6001,7000,165.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,7001,8000,182.20,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,8001,9000,199.30,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,9001,10000,216.50,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,10001,11000,237.30,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,11001,12000,258.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,12001,13000,278.90,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,13001,14000,299.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,14001,15000,320.50,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,15001,16000,341.30,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,16001,17000,362.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,17001,18000,382.90,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,18001,19000,403.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,19001,20000,424.50,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,20001,21000,445.30,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,21001,22000,466.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,22001,23000,486.90,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,23001,24000,507.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,24001,25000,528.50,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,25001,26000,549.30,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,26001,27000,570.10,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,27001,28000,590.90,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,28001,29000,611.70,5,0,100000000,8.00:00:00,BRA,1,
43850000,48999999,29001,30000,632.50,5,0,100000000,8.00:00:00,BRA,1,
49000000,49099999,0,500,72.90,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,501,1000,72.90,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,1001,1500,93.70,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,1501,2000,93.70,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,2001,3000,115.70,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,3001,4000,137.60,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,4001,5000,159.60,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,5001,6000,177.20,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,6001,7000,197.20,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,7001,8000,217.00,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,8001,9000,236.60,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,9001,10000,256.50,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,10001,11000,281.00,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,11001,12000,305.50,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,12001,13000,330.00,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,13001,14000,354.50,5,0,100000000,6.00:00:00,BRA,1,
49000000,49099999,14001,15000,379.00,5,0,100000000,6.00:00:00,BRA,1,
